DAY_DATE,MASKED_CUSTOMER_ID,VARIANT_ID
2024-09-14,61,30035979608
2024-09-22,63,30023899804
2024-09-22,63,30023569804
2024-09-22,63,30023899804
2024-09-22,45,30031652521
2024-09-22,45,30015270080
2024-09-22,45,30017603564
2024-09-22,45,30020801418
2024-09-15,18,30018953236
2024-09-29,45,30028230080
2024-09-29,45,30004720080
2024-09-29,45,86016840080
2024-09-29,45,80254650080
2024-09-29,45,30013770245
2024-09-29,45,30031659917
2024-09-29,45,30017609609
2024-09-29,45,86016840080
2024-09-29,45,30013009802
2024-09-29,45,30033403655
2024-09-29,45,30028230080
2024-09-29,45,86016840080
2024-09-29,45,30004720080
2024-09-29,45,30031659917
2024-09-29,45,30000842150
2024-09-29,45,30017609609
2024-09-26,52,30038406809
2024-10-20,63,30009013236
2024-10-20,18,30022487339
2024-10-20,18,30022487339
2024-10-24,82,30025231480
2024-10-24,28,30021949609
2024-10-10,63,30022930188
2024-10-10,63,30022930188
2024-10-06,52,30038184939
2024-10-06,52,30035850080
2024-10-06,18,30016450245
2024-10-06,18,30035280020
2024-10-20,63,30000836419
2024-10-20,63,30038450790
2024-10-20,63,30032180300
2024-10-20,63,30027129618
2024-10-20,63,30046054344
2024-10-20,63,30027089639
2024-10-20,63,30000847708
2024-10-20,63,30000830080
2024-10-20,63,30000830080
2024-10-20,63,30000830080
2024-10-20,63,30009016994
2024-10-12,63,30011820080
2024-10-12,63,30027911230
2024-10-12,63,30000830080
2024-10-12,63,30007303236
2024-10-12,63,30034703655
2024-10-12,63,85296360080
2024-10-12,63,30011800791
2024-10-12,63,30040862521
2024-10-12,63,30041356419
2024-10-12,63,30016990791
2024-10-12,63,30033382521
2024-10-12,63,30043529873
2024-10-12,63,30033312521
2024-10-12,63,30040862521
2024-10-12,63,30028042521
2024-10-12,63,30014242521
2024-10-12,63,30014242521
2024-10-12,63,30034713655
2024-10-12,63,30034713655
2024-10-12,63,30036231230
2024-10-12,63,30028963691
2024-10-12,63,30028963691
2024-10-12,63,30036490175
2024-10-31,63,30022140080
2024-10-31,63,30046054344
2024-10-31,63,30013267339
2024-10-31,63,30013267339
2024-10-31,63,30025751480
2024-10-31,63,30014260080
2024-10-31,6,30032746012
2024-10-31,50,30014340080
2024-10-31,50,30035980080
2024-10-31,50,30034750080
2024-10-31,6,30032746012
2024-10-31,6,30032746012
2024-10-28,58,30035841418
2024-10-29,63,30000841172
2024-10-29,6,30032746012
2024-10-29,63,86037350080
2024-11-13,63,30012302521
2024-11-13,63,30014389891
2024-11-13,63,30040862521
2024-11-13,63,30015929960
2024-11-13,63,30014210080
2024-11-13,63,30020899614
2024-11-13,63,30023899804
2024-11-13,63,30014210080
2024-11-13,63,86010260080
2024-11-14,61,30031570822
2024-11-14,61,30016780080
2024-11-11,63,30042960080
2024-11-11,63,30027130080
2024-11-11,63,30027130080
2024-11-11,63,30027130080
2024-11-11,63,30036732643
2024-11-11,63,30027130080
2024-11-11,63,30036732643
2024-11-11,63,30023919350
2024-11-11,63,30027130080
2024-11-20,82,30026669804
2024-11-20,82,30013209609
2024-11-20,82,77680160250
2024-11-20,82,30038450790
2024-11-20,82,30038450790
2024-11-20,82,30033400300
2024-11-20,82,30021949615
2024-11-20,82,30033301480
2024-11-20,82,30033301480
2024-11-20,82,30028150080
2024-11-20,82,30031931480
2024-11-20,82,30037659606
2024-11-20,82,30013001480
2024-11-20,82,30013360080
2024-11-02,5,30032380141
2024-11-02,5,30032650245
2024-11-02,5,30033059612
2024-11-02,5,30012880080
2024-11-02,5,30031493655
2024-12-11,58,81935120791
2024-12-11,48,30024472659
2024-12-11,48,30032617403
2024-12-09,28,30000841172
2024-12-09,28,30000841172
2024-12-09,28,30000842150
2024-12-09,28,30040512200
2024-12-09,84,30015419608
2024-12-09,84,30019720080
2024-12-09,84,30000387403
2024-12-09,84,30052881418
2024-12-09,18,30013484939
2024-12-09,18,30007304114
2024-12-09,50,83961589556
2024-12-09,18,30040597929
2024-12-03,50,30015929960
2024-12-04,63,30000847708
2024-12-04,63,30000837821
2024-12-04,63,83854526286
2024-12-04,69,30000837504
2024-12-05,18,30027389619
2024-11-27,18,30026393656
2024-11-27,50,30034713655
2024-11-27,50,30027150300
2024-12-18,54,30017559873
2024-12-18,26,30001317488
2024-12-18,26,30014941230
2024-12-18,26,30015469577
2025-01-02,72,30021474165
2025-01-02,72,30021949618
2025-01-02,72,30022199618
2025-01-02,63,30011820080
2025-01-02,63,30027610080
2025-01-02,63,30017140080
2025-01-02,63,30027610080
2025-01-02,63,30033312521
2025-01-02,63,30023569804
2025-01-02,63,30043410150
2025-01-02,63,30017462599
2025-01-02,63,30038647706
2025-01-02,63,30015359618
2025-01-02,63,30028042521
2025-01-02,63,30016909564
2025-01-02,26,30025751480
2025-01-02,26,30012140300
2025-01-02,26,30025756739
2025-01-02,26,30009762150
2025-01-02,26,30009895137
2025-01-02,26,30038678001
2025-01-02,26,30014941230
2025-01-02,26,30036479609
2025-01-02,26,30047896963
2025-01-02,26,30015469577
2025-01-02,26,30009016994
2025-01-02,26,30001317488
2025-01-02,26,30013159609
2024-12-29,42,30040850791
2024-12-29,42,30021440790
2024-12-29,42,30038450790
2024-12-29,13,30013485601
2024-12-29,42,30013485601
2024-12-27,42,30034750080
2024-12-16,42,30028420080
2025-01-01,42,30038450790
2024-12-22,42,30038660080
2024-12-22,42,30036220080
2024-12-15,50,30013129803
2025-01-17,69,30022540080
2025-01-12,42,83266638704
2025-01-12,42,30030309802
2025-01-05,80,30036350080
2025-01-05,80,30027172521
2025-01-05,80,30013446012
2025-01-05,80,30047896963
2025-01-05,80,30013446012
2025-01-05,80,30013446012
2025-01-05,80,30013209609
2025-01-05,80,30013209618
2025-01-05,80,30013419618
2025-01-05,42,30042959609
2025-01-15,50,30027059614
2025-01-15,44,30027059614
2025-01-15,44,30038840080
2025-01-15,44,30030200080
2025-01-15,44,30041871480
2025-01-15,44,30041871480
2025-01-15,44,30041879608
2025-01-15,80,30027970080
2025-01-15,80,30024539613
2025-01-12,18,30045257704
2025-01-20,6,30045257704
2025-02-06,18,30060040766
2025-02-06,6,30046160300
2025-02-06,32,30015150791
2025-02-09,59,30053217317
2025-02-09,59,30041299806
2025-02-09,59,30064700080
2025-02-01,63,83266638704
2025-02-01,63,30053330080
2025-02-01,63,81556280080
2025-02-01,42,85406260080
2025-02-01,42,85406260080
2025-02-04,69,30050769609
2025-02-07,59,30048717362
2025-02-07,59,30048719974
2025-02-07,59,30059147048
2025-02-07,59,30060040766
2025-02-10,75,30021939618
2025-02-10,75,30056060080
2025-02-10,75,30034750080
2025-02-10,75,30017150080
2025-02-10,75,30042090822
2025-02-27,61,30070476983
2025-02-23,82,30027251480
2025-02-23,82,30031880080
2025-02-23,82,30022580080
2025-02-16,96,81602290791
2025-02-16,96,30045380822
2025-02-16,96,30045928668
2025-02-16,96,30045928668
2025-02-16,96,30045922521
2025-02-16,96,86505000080
2025-02-16,96,30044760822
2025-02-16,96,30045380822
2025-02-16,96,30045380822
2025-02-16,96,30059430080
2025-02-16,96,30045380822
2025-02-16,96,30045380822
2025-02-16,96,30045900300
2025-02-16,96,30061243647
2025-02-16,96,30061243647
2025-02-16,96,30061240300
2025-02-16,96,30034724472
2025-02-18,63,86087417403
2025-02-18,85,86087417403
2025-02-18,8,30015150791
2025-02-18,11,30022464114
2025-02-18,11,30011683564
2025-02-18,11,30021660080
2025-02-15,80,30044706977
2025-02-15,80,30043930020
2025-02-15,80,30043450791
2025-02-15,80,30021476779
2025-02-15,80,30044706977
2025-02-15,80,30044706977
2025-02-15,80,30045900300
2025-02-15,80,30045900300
2025-02-15,80,30014310080
2025-02-15,80,83266632643
2025-02-15,80,30044706977
2025-02-15,80,30044702659
2025-02-15,80,30039536838
2025-02-15,80,30044837291
2025-02-15,87,30041539608
2025-02-15,87,30043430150
2025-02-15,87,30041539608
2025-02-15,87,30043450791
2025-02-18,84,30000848117
2025-02-18,84,30000479802
2025-02-18,84,30030309802
2025-02-20,85,79329807291
2025-02-20,85,79329801349
2025-02-20,74,30007304344
2025-03-15,72,85842242033
2025-03-11,20,30028996988
2025-03-11,20,30058330080
2025-03-11,20,30028996988
2025-03-11,20,30063276983
2025-03-11,20,30063270300
2025-03-11,20,30063276983
2025-03-11,20,30013009802
2025-03-11,20,30013009615
2025-03-11,20,30013009618
2025-03-11,20,30013009802
2025-03-12,42,30053860080
2025-03-12,42,30030890080
2025-03-07,50,30043088596
2025-03-07,18,30062739609
2025-03-07,18,30062274939
2025-03-07,18,30038629606
2025-03-07,20,30050581196
2025-03-12,56,82876187043
2025-03-12,25,30013484939
2025-03-12,25,30066636719
2025-03-12,25,30002920791
2025-03-06,17,30044837291
2025-03-06,17,30044837291
2025-03-06,17,30028644472
2025-03-06,94,30031410080
2025-03-06,94,30034520300
2025-03-06,94,30015907862
2025-03-15,72,86007250080
2025-03-15,72,30056110080
2025-03-15,72,30040230010
2025-03-15,72,30022344939
2025-03-15,72,30061607862
2025-03-15,72,30061606745
2025-03-15,72,30031410080
2025-03-15,72,30045928668
2025-03-11,18,83588879615
2025-03-11,18,30056987343
2025-03-11,18,30056987343
2025-03-11,63,86087417403
2025-03-11,63,30028280080
2025-03-11,63,30005137317
2025-03-11,63,30005135915
2025-03-11,63,30047202521
2025-03-11,63,30028996988
2025-03-11,63,30049964055
2025-03-11,63,30049964055
2025-03-11,63,30034970080
2025-03-04,50,30028644472
2025-03-04,50,30000387362
2025-03-04,52,30045416745
2025-03-15,72,30031410080
2025-03-16,55,30024497320
2025-03-16,50,30010412889
2025-03-16,50,30010416838
2025-03-16,50,30000387362
2025-03-16,50,30027159873
2025-03-16,50,30027153632
2025-03-16,50,30058570791
2025-03-16,50,83011590080
2025-03-16,50,30028996988
2025-03-16,1,30057639609
2025-03-16,1,30051999699
2025-03-16,50,30000387362
2025-03-27,18,30050568668
2025-03-27,59,30010410070
2025-03-27,59,30010412889
2025-03-27,59,30010419606
2025-03-27,94,30018048668
2025-03-27,94,30018048668
2025-03-27,94,30068840080
2025-03-27,94,30052121235
2025-03-27,94,30050625976
2025-03-27,94,30060516963
2025-03-27,94,30005888467
2025-03-27,94,30005888467
2025-03-27,94,30061527862
2025-03-27,94,30055305137
2025-03-27,94,30060518668
2025-03-27,94,30050620300
2025-03-27,94,30060516963
2025-03-27,94,30045470790
2025-03-27,94,30050620300
2025-03-27,94,30050620080
2025-03-27,94,30050625976
2025-03-27,94,30050625976
2025-03-27,94,30060516963
2025-03-27,94,30041373094
2025-03-27,94,30013830080
2025-03-21,69,30054690080
2025-03-21,69,30055960080
2025-03-21,69,30054560080
2025-03-21,69,30035757862
2025-03-21,18,79782597763
2025-03-21,18,79782597763
2025-03-21,69,30051809699
2025-03-21,69,30051809699
2025-03-21,69,30054727603
2025-03-21,69,30057270080
2025-03-21,69,30055790070
2025-03-21,18,30034860080
2025-03-21,18,30069000020
2025-03-19,63,81445410080
2025-03-19,63,74091160822
2025-03-19,63,81876770791
2025-03-19,63,30027454939
2025-03-19,63,81876770791
2025-03-26,69,30055960080
2025-03-26,69,30054690080
2025-03-28,69,30065597477
2025-03-30,48,30037520791
2025-03-30,94,30015150791
2025-03-30,94,30041729619
2025-03-30,94,30041373094
2025-03-30,79,30018040300
2025-03-30,79,30018048668
2025-03-30,79,30018048668
2025-03-30,79,30018048668
2025-03-30,55,30062490020
2025-03-30,55,30004869619
2025-03-30,55,30020320080
2025-03-30,55,30053819873
2025-03-30,55,30053817139
2025-03-30,55,30053817139
2025-03-30,55,30053817139
2025-03-30,55,30017632155
2025-03-30,55,30053810080
2025-03-30,55,30053810070
2025-03-30,55,30053817139
2025-03-30,55,30052629873
2025-03-30,55,30020320080
2025-03-30,55,30052924939
2025-03-30,55,30062530020
2025-03-30,55,30071062182
2025-03-30,55,30071060300
2025-03-30,55,30071060300
2025-03-30,55,30035301877
2025-03-30,55,30035309610
2025-03-30,55,30035306249
2025-03-30,55,30035306249
2025-03-30,55,30013485601
2025-03-30,55,30045416745
2025-03-30,55,30045416745
2025-03-30,55,30045416745
2025-03-30,55,30062530020
2025-03-30,55,30035309610
2025-03-30,55,30035301877
2025-03-30,55,30035300300
2025-03-30,55,30035300250
2025-03-30,55,30035300300
2025-03-30,55,30035306249
2025-03-22,4,30040820790
2025-04-15,42,30074070010
2025-04-05,52,30007559609
2025-04-05,52,30046111418
2025-04-05,52,30064870300
2025-04-14,49,79782597343
2025-04-14,49,79782595818
2025-04-14,49,79782597763
2025-04-14,49,79782595818
2025-04-14,49,79782597343
2025-04-14,49,30038626994
2025-04-14,49,30038626665
2025-04-14,49,30038629619
2025-04-14,49,30038622150
2025-04-14,49,30038622150
2025-04-14,42,81935120791
2025-04-01,89,30071847862
2025-04-01,89,30002325815
2025-04-01,89,30002325815
2025-04-01,61,30045470790
2025-04-01,61,30045470790
2025-04-10,24,30005137317
2025-04-10,24,30051981230
2025-04-10,63,30051809699
2025-04-10,63,30056110080
2025-04-10,63,30056116995
2025-04-10,63,30052769606
2025-04-10,63,30051809699
2025-04-10,63,30070009606
2025-04-11,49,30038626994
2025-04-11,49,30038626665
2025-04-11,49,30038629606
2025-04-11,49,30005888467
2025-04-11,49,30055554344
2025-04-11,42,30074070010
2025-04-11,42,30057270080
2025-04-14,42,30061379614
2025-04-14,49,30031956730
2025-04-27,48,30061977424
2025-04-28,69,30079502521
2025-04-28,69,30052134114
2025-04-28,69,30066387821
2025-04-28,69,30069370300
2025-04-25,18,30013484939
2025-04-22,48,30050769609
2025-04-22,48,30042959609
2025-04-27,48,30056286838
2025-04-27,48,30052067629
2025-05-09,50,30057972938
2025-05-09,50,30038626665
2025-05-11,24,30067420300
2025-05-11,24,30052966902
2025-05-11,24,77778210080
2025-05-13,42,30038626665
2025-05-13,42,30038629619
2025-05-08,69,30053610300
2025-05-14,63,30070520080
2025-05-14,63,30051025601
2025-05-14,63,30066977403
2025-05-14,63,30066977403
2025-05-14,63,30066977403
2025-05-14,63,30066347742
2025-05-14,63,30066977403
2025-05-01,12,30060740300
2025-05-01,50,30058483981
2025-05-01,50,30058483981
2025-05-01,50,30058480363
2025-05-09,69,30057159614
2025-05-15,6,30059888117
2025-05-15,6,30073940080
2025-05-15,6,30078030791
2025-05-18,63,30046050300
2025-05-18,63,30057070300
2025-05-21,75,83081850080
2025-05-21,69,30084820791
2025-05-21,69,30068387033
2025-05-21,69,30055970791
2025-05-21,69,30051594114
2025-06-01,77,30066977403
2025-06-01,77,30000837704
2025-06-01,50,30061379614
2025-06-01,50,30027150080
2025-06-01,50,30021950080
2025-06-01,50,30070938413
2025-06-01,50,30063496665
2025-06-01,50,30063496665
2025-06-01,50,30069681480
2025-05-26,50,30021950080
2025-05-27,18,30013484939
2025-05-27,52,30063496665
2025-05-27,52,30015472150
2025-06-01,77,30066340080
2025-06-01,77,30059186959
2025-06-01,77,30059181043
2025-06-01,77,30084329744
2025-06-01,50,30046880080
2025-06-01,50,30060899609
2025-06-01,50,30054727603
2025-06-01,50,30057159614
2025-06-01,50,30051169873
2025-06-01,50,30051169873
2025-06-01,50,30061377955
2025-06-01,18,30058330261
2025-06-01,18,30082070300
2025-06-01,18,30062862150
2025-06-01,50,85519247483
2025-06-01,50,30051160070
2025-06-01,50,30000387362
2025-06-01,50,30000384692
2025-06-01,50,30043088596
2025-06-01,50,30060256902
2025-06-01,50,30060259608
2025-06-01,50,30060259608
2025-06-01,77,30000837704
2025-06-01,77,30000837704
2025-06-01,77,30000837704
2025-06-01,77,30000830080
2025-06-01,77,30000835963
2025-06-01,77,30010411480
2025-06-01,77,30069047561
2025-06-03,73,30060000070
2025-06-03,73,30055185601
2025-06-03,69,30065597477
2025-06-03,9,30062686983
2025-06-03,9,30067958002
2025-06-03,84,30061377955
2025-06-03,84,30036639609
2025-06-03,17,30062332150
2025-06-21,61,30076290791
2025-06-24,77,30051020070
2025-06-24,94,30056080791
2025-06-24,94,30062690790
2025-06-24,94,30060097862
2025-06-24,94,30063396665
2025-06-24,94,30082070300
2025-06-24,32,30071369614
2025-06-26,63,30064735137
2025-06-26,63,30064735137
2025-06-26,63,30064735137
2025-06-26,63,30069240208
2025-06-26,63,30069240208
2025-06-25,94,30062690790
2025-06-25,94,30079728668
2025-06-25,94,30082070300
2025-06-25,94,30058330261
2025-06-25,94,30062739609
2025-06-25,94,30079722150
2025-06-25,94,30079728668
2025-06-25,94,30063396665
2025-06-25,94,30063396665
2025-06-25,94,30063396665
2025-06-25,94,30063396665
2025-06-25,94,30063396665
2025-06-25,94,30063396665
2025-06-25,94,30079728668
2025-06-25,94,30056080791
2025-06-25,94,30062690790
2025-06-28,94,30026730080
2025-06-28,94,30026730080
2025-06-28,94,30026737488
2025-06-28,94,30026737488
2025-06-28,94,30052157862
2025-06-28,94,30078521418
2025-06-28,94,30026737488
2025-06-28,94,30074860300
2025-06-28,94,30079728668
2025-06-28,94,30079722150
2025-06-28,94,30026730080
2025-06-28,94,30026737488
2025-06-28,94,30062739609
2025-06-28,94,30062690790
2025-06-28,94,30056080791
2025-06-28,94,30063396665
2025-06-28,94,30082070300
2025-06-28,94,30063396665
2025-06-28,94,30079722150
2025-06-28,94,30079722150
2025-06-28,94,30079722150
2025-06-28,94,30079722150
2025-06-28,94,30079722150
2025-07-15,94,30079728668
